2014,Bihar,MADHEPURA - BR43( 02-JUN-2017 ),3,LIGHT GOODS VEHICLE,83,59,62,58,44,98,123,67,88,102,145,81,"1,010"
2014,Bihar,MADHEPURA - BR43( 02-JUN-2017 ),4,LIGHT MOTOR VEHICLE,16,18,23,11,6,11,17,18,17,4,38,24,203
2014,Bihar,MADHEPURA - BR43( 02-JUN-2017 ),5,LIGHT PASSENGER VEHICLE,2,4,7,2,1,3,5,5,4,3,9,5,50
2014,Bihar,MADHEPURA - BR43( 02-JUN-2017 ),6,MEDIUM GOODS VEHICLE,0,0,0,0,0,0,0,0,0,0,0,1,1
2014,Bihar,MADHEPURA - BR43( 02-JUN-2017 ),7,THREE WHEELER(T),37,25,37,26,42,53,43,55,102,49,67,63,599
2014,Bihar,MADHEPURA - BR43( 02-JUN-2017 ),8,TWO WHEELER(NT),555,610,914,575,901,979,936,801,637,847,669,639,"9,063"
2014,Bihar,MADHUBANI - BR32( 01-FEB-2018 ),1,HEAVY GOODS VEHICLE,2,2,1,10,1,0,0,1,4,0,11,0,32
2014,Bihar,MADHUBANI - BR32( 01-FEB-2018 ),2,HEAVY PASSENGER VEHICLE,0,1,0,2,6,0,4,1,2,0,2,0,18
2014,Bihar,MADHUBANI - BR32( 01-FEB-2018 ),3,LIGHT GOODS VEHICLE,118,108,104,103,80,146,156,73,104,294,241,160,"1,687"
2014,Bihar,MADHUBANI - BR32( 01-FEB-2018 ),4,LIGHT MOTOR VEHICLE,16,13,27,23,18,13,16,20,16,14,21,20,217
2014,Bihar,MADHUBANI - BR32( 01-FEB-2018 ),5,LIGHT PASSENGER VEHICLE,17,17,15,3,8,9,10,5,7,5,14,6,116
2014,Bihar,MADHUBANI - BR32( 01-FEB-2018 ),6,MEDIUM PASSENGER VEHICLE,0,0,0,0,0,0,1,0,0,0,0,0,1
2014,Bihar,MADHUBANI - BR32( 01-FEB-2018 ),7,THREE WHEELER(T),59,47,56,59,62,80,68,69,83,63,44,73,763
2014,Bihar,MADHUBANI - BR32( 01-FEB-2018 ),8,TWO WHEELER(NT),899,"1,435","1,922","1,728","2,269","1,661",860,884,957,"1,727","1,372","1,025","16,739"
2014,Bihar,MOTIHARI - BR5( 05-JUL-2017 ),1,HEAVY GOODS VEHICLE,3,3,10,5,4,4,3,4,3,11,10,2,62
2014,Bihar,MOTIHARI - BR5( 05-JUL-2017 ),2,HEAVY PASSENGER VEHICLE,3,3,0,2,1,5,9,3,1,2,2,2,33
2014,Bihar,MOTIHARI - BR5( 05-JUL-2017 ),3,LIGHT GOODS VEHICLE,257,204,211,205,200,203,455,107,224,233,271,275,"2,845"
