0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),4,BUS,4,7,12,11,7,6,5,11,6,6,8,6,89
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),5,GOODS CARRIER,78,119,113,97,91,92,75,77,111,101,157,121,"1,232"
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),6,MAXI CAB,1,2,3,2,0,2,0,2,5,1,1,0,19
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),7,M-CYCLE/SCOOTER,"1,376","1,438","2,055","2,558","3,106","1,852","1,566","1,310","1,729","2,385","2,236","1,393","23,004"
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),8,MOPED,17,45,34,10,9,23,14,24,27,13,44,37,297
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),9,MOTOR CAB,50,58,69,82,63,43,56,37,38,33,38,25,592
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),10,MOTOR CAR,146,167,190,159,191,189,152,131,124,188,223,159,"2,019"
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),11,THREE WHEELER (GOODS),10,19,11,18,21,10,21,12,20,19,10,15,186
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),12,THREE WHEELER (PASSENGER),92,128,93,80,111,90,118,134,190,162,113,128,"1,439"
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),13,TRACTOR (COMMERCIAL),17,13,25,23,13,11,32,14,11,84,73,72,388
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),14,TRAILER (COMMERCIAL),15,12,24,23,14,9,31,12,12,71,72,52,347
2014,Bihar,GOPALGANJ - BR28( 08-JUN-2017 ),1,AGRICULTURAL TRACTOR,0,0,0,0,3,0,5,0,0,0,0,3,11
2014,Bihar,GOPALGANJ - BR28( 08-JUN-2017 ),2,BUS,2,3,4,5,1,5,1,5,2,2,0,3,33
2014,Bihar,GOPALGANJ - BR28( 08-JUN-2017 ),3,CONSTRUCTION EQUIPMENT VEHICLE,0,0,0,1,0,0,0,0,0,0,0,0,1
2014,Bihar,GOPALGANJ - BR28( 08-JUN-2017 ),4,GOODS CARRIER,35,24,36,33,37,50,23,34,46,22,39,22,401
2014,Bihar,GOPALGANJ - BR28( 08-JUN-2017 ),5,MAXI CAB,28,13,13,17,12,26,12,18,20,6,11,4,180
2014,Bihar,GOPALGANJ - BR28( 08-JUN-2017 ),6,M-CYCLE/SCOOTER,"1,123","1,464","1,767","1,677","2,208","1,490","1,155",869,"1,049","1,143","1,556",862,"16,363"
