Year,State,RTO Name,3,Fuel,Jan,Feb,March,April,May,June,July,Aug,Sep,Oct,Nov,Dec,Total
2017,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),2,DIESEL/HYBRID,0,0,0,0,0,0,0,0,0,0,12,11,23
2017,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),3,ELECTRIC(BOV),0,0,0,3,2,0,1,6,5,18,6,10,51
2017,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),4,LPG ONLY,0,0,0,1,0,0,0,0,0,1,0,0,2
2017,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),5,NOT APPLICABLE,16,34,15,42,10,14,26,38,44,16,4,13,272
2017,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),6,PETROL,"2,137","3,674","2,928","4,748","3,360","3,109","2,850","3,515","2,705","3,976","3,226","3,757","39,985"
2017,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),7,PETROL/CNG,1,2,0,1,5,0,1,3,1,3,0,7,24
2017,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),8,PETROL/LPG,0,0,0,1,2,1,1,1,1,4,0,1,12
2017,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),1,DIESEL,824,845,848,850,787,804,877,877,833,"1,186",966,779,"10,476"
2017,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),2,DIESEL/HYBRID,0,0,1,0,0,0,1,0,0,0,5,5,12
2017,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),3,ELECTRIC(BOV),0,1,0,0,0,1,0,2,0,1,4,2,11
2017,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),4,LPG ONLY,0,0,0,0,0,0,0,0,2,0,0,0,2
2017,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),5,NOT APPLICABLE,9,12,12,6,16,5,20,15,9,24,24,178,330
2017,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),6,PETROL,"3,887","4,359","4,790","5,374","5,409","4,254","4,964","6,168","4,752","7,939","6,426","5,205","63,527"
2017,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),7,PETROL/CNG,2,1,3,0,2,0,0,7,0,0,1,2,18
2017,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),8,PETROL/LPG,0,2,8,6,12,7,3,0,3,6,2,4,53
2017,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),1,DIESEL,192,181,224,176,166,138,231,150,206,314,235,127,"2,340"
2017,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),2,ELECTRIC(BOV),0,0,0,0,0,0,2,0,2,0,0,0,4
2017,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),3,NOT APPLICABLE,45,35,59,29,58,23,71,36,69,72,71,20,588
2017,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),4,PETROL,"1,565","2,318","2,762","2,085","3,207","1,458","1,265","1,067","1,814","2,139","1,411","1,391","22,482"
2017,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),5,PETROL/CNG,0,0,0,1,1,0,1,0,1,0,1,0,5
2017,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),6,PETROL/LPG,0,0,2,1,3,0,0,0,1,0,1,0,8
2017,Odisha,BOUDH RTO - OR27( 23-OCT-2017 ),1,DIESEL,17,23,52,24,55,22,22,17,39,5,5,13,294
2017,Odisha,BOUDH RTO - OR27( 23-OCT-2017 ),2,LPG ONLY,0,0,0,0,0,0,0,1,0,0,0,0,1
2017,Odisha,BOUDH RTO - OR27( 23-OCT-2017 ),3,NOT APPLICABLE,3,8,18,4,22,8,7,8,19,1,3,5,106
2017,Odisha,BOUDH RTO - OR27( 23-OCT-2017 ),4,PETROL,137,193,477,237,685,290,230,78,299,144,3,296,"3,069"
2017,Odisha,BOUDH RTO - OR27( 23-OCT-2017 ),5,PETROL/LPG,0,1,0,0,0,3,0,0,0,0,0,0,4
2017,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),1,DIESEL,221,218,240,297,260,207,234,207,212,272,314,236,"2,918"
2017,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),2,DIESEL/HYBRID,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),3,LPG ONLY,0,1,0,0,0,0,0,0,0,0,0,0,1
2017,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),4,NOT APPLICABLE,43,39,47,37,51,30,46,29,25,23,21,26,417
2017,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),5,PETROL,747,782,920,"1,180","1,230",775,887,525,447,669,962,888,"10,012"
2017,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),6,PETROL/LPG,1,2,5,3,2,0,0,0,1,0,0,0,14
2017,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),1,DIESEL,566,531,682,594,683,290,418,477,373,763,499,488,"6,364"
2017,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),2,DIESEL/HYBRID,0,0,0,0,0,7,8,6,5,6,12,11,55
2017,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),3,ELECTRIC(BOV),0,6,0,0,4,0,0,2,0,3,0,0,15
2017,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),4,NOT APPLICABLE,45,38,60,43,64,3,56,62,34,52,48,26,531
2017,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),5,PETROL,"3,774","4,446","4,667","6,069","6,082","2,221","6,280","4,879","3,522","9,236","5,534","4,009","60,719"
2017,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),6,PETROL/CNG,0,2,3,0,0,0,0,1,0,1,0,2,9
2017,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),7,PETROL/HYBRID,0,0,0,0,1,0,0,0,0,0,0,0,1
2017,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),8,PETROL/LPG,1,3,1,0,1,2,0,0,0,0,2,4,14
2017,Odisha,DEOGARH RTO - OR28( 23-OCT-2017 ),1,DIESEL,23,32,31,18,28,20,30,17,18,30,22,17,286
2017,Odisha,DEOGARH RTO - OR28( 23-OCT-2017 ),2,NOT APPLICABLE,0,6,6,4,6,5,9,3,1,4,1,1,46
2017,Odisha,DEOGARH RTO - OR28( 23-OCT-2017 ),3,PETROL,117,137,177,280,154,58,163,195,142,359,103,119,"2,004"
2017,Odisha,DEOGARH RTO - OR28( 23-OCT-2017 ),4,PETROL/CNG,0,0,1,0,0,0,0,0,0,1,0,0,2
2017,Odisha,DHENKANAL RTO - OR6( 07-NOV-2017 ),1,DIESEL,75,80,91,54,78,76,94,69,88,102,39,70,916
2017,Odisha,DHENKANAL RTO - OR6( 07-NOV-2017 ),2,DIESEL/HYBRID,0,0,0,0,0,0,0,0,0,0,1,0,1
2017,Odisha,DHENKANAL RTO - OR6( 07-NOV-2017 ),3,ELECTRIC(BOV),0,0,0,0,0,0,0,0,1,0,0,0,1
2017,Odisha,DHENKANAL RTO - OR6( 07-NOV-2017 ),4,NOT APPLICABLE,19,17,25,11,18,16,30,14,18,23,2,11,204
