0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),5,LIGHT GOODS VEHICLE,164,215,256,178,135,174,115,100,111,131,107,90,"1,776"
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),6,LIGHT MOTOR VEHICLE,"1,332",986,"1,117",963,"1,064",845,"1,068",916,916,"1,360","1,192",995,"12,754"
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),7,LIGHT PASSENGER VEHICLE,106,146,135,66,71,63,67,95,103,76,83,75,"1,086"
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),8,MEDIUM GOODS VEHICLE,20,15,31,17,19,13,12,7,19,20,14,15,202
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),9,MEDIUM MOTOR VEHICLE,0,1,0,0,2,3,1,0,0,0,1,1,9
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),10,MEDIUM PASSENGER VEHICLE,3,1,1,4,0,3,3,0,6,4,0,2,27
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),11,OTHER THAN MENTIONED ABOVE,3,3,7,3,4,1,3,0,0,1,0,7,32
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),12,THREE WHEELER(T),231,255,265,184,144,110,135,136,158,151,113,91,"1,973"
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),13,TWO WHEELER(NT),"4,709","4,263","4,751","3,881","3,051","2,766","3,311","2,473","2,673","3,477","4,389","2,805","42,549"
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),14,TWO WHEELER(T),2,0,0,1,0,2,0,0,0,0,2,0,7
2014,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),1,HEAVY GOODS VEHICLE,3,7,1,6,4,4,5,0,3,2,2,13,50
2014,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),2,HEAVY PASSENGER VEHICLE,0,2,0,1,0,0,2,0,0,0,0,0,5
2014,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),3,LIGHT GOODS VEHICLE,141,109,121,89,129,90,108,65,76,95,135,113,"1,271"
2014,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),4,LIGHT MOTOR VEHICLE,63,56,71,63,52,40,32,52,53,63,79,55,679
